2019-06-10 01:31:16,263 | base_dataset.py | line 319:   91 |  61.0  82.3  74.1  115.3     140      13      85
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   92 |  48.3  83.4  58.0  418.4     502     220     507
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   93 |  40.7  80.2  50.8  103.4     129      41     209
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   94 |  46.3  85.5  54.2  320.8     375     148     487
2019-06-10 01:31:16,263 | base_dataset.py | line 319:   95 |  22.4  71.9  31.2   30.2      42      12     173
2019-06-10 01:31:16,264 | base_dataset.py | line 319:   96 |  13.1  73.1  17.9   27.0      37      54     286
2019-06-10 01:31:16,264 | base_dataset.py | line 319:   97 |  15.3  75.0  20.4   24.0      32      31     218
2019-06-10 01:31:16,264 | base_dataset.py | line 319:   98 |  43.8  85.0  51.6  224.4     264     142     354
2019-06-10 01:31:16,264 | base_dataset.py | line 319:   99 |  31.0  77.8  39.9   84.8     109      67     261
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  100 |  30.7  85.3  35.9   52.9      62      49     172
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  101 |  33.6  89.4  37.6   38.5      43      17     126
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  102 |  36.1  88.6  40.7   83.3      94      86     188
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  103 |  32.2  77.4  41.6   80.5     104      84     208
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  104 |  25.8  80.7  32.0   68.6      85      83     279
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  105 |  34.3  78.8  43.5   29.1      37      14      82
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  106 |  58.6  88.4  66.4  136.1     154      28     128
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  107 |  51.6  90.0  57.4  135.0     150      49     174
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  108 |  41.3  83.6  49.5   94.4     113      37     194
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  109 |  36.1  76.9  46.9  502.3     653     379    1099
2019-06-10 01:31:16,264 | base_dataset.py | line 319:  110 |  54.8  82.4  66.5  117.0     142      38     105
